edge_id,source_type,source_id,target_type,target_id,edge_type,relation_label,evidence_status,confidence,weight,date_range,source_ids,case_id,risk_flags,notes,epistemic_role,adjudication_status
E093,claim,C5,actor,ELSC,TACTIC_DOCUMENTATION,ELSC identifies defunding pressure as recurring tactic,source_claim,high,5,2015-2020,S_ELSC_2021;S_ELSC_PRESS_2021,,contested_claim,Tactic pattern,tactic_pattern_documentation,not_adjudicated
E094,claim,C7,actor,ELSC,IMPACT_DOCUMENTATION,ELSC describes chilling effect as longer-term impact,source_claim,high,5,2015-2020,S_ELSC_2021;S_ELSC_PRESS_2021,,none,Impact pattern,impact_pattern_documentation,not_adjudicated
E095,claim,C4,actor,CIDI,FRAMING,CIDI safety frame in HU case,reported_public_statement,high,3,2024,S_NOS_HU_CIDI_2024;S_HOP_HU_POLITICI_2024,CASE_HU_CIDI_2024,safety_frame,Reported statement,evidence_of_public_relation,not_adjudicated
E096,event,EV_IAF_EU_SUMMIT_2025,actor,SGP,EVENT_PARTICIPATION,SGP participates in IAF Europe summit,self_disclosed,high,3,2025,S_SGP_IAF_2025,,none,Party source,evidence_of_public_relation,not_adjudicated
E097,event,EV_HU_CIDI_LECTURES_2024,actor,CIDI,HOSTED_BY,CIDI participation in HU lecture series,reported_public_action,high,4,2024,S_NOS_HU_CIDI_2024,CASE_HU_CIDI_2024,none,Collaboration,evidence_of_public_relation,not_adjudicated
E098,event,EV_ELNET_MISSION_2024,actor,CHRIS_STOFFER,ATTENDED_BY,Stoffer attends ELNET Israel solidarity visit,official_record,high,4,2024,S_TK_STOFFER_REIZEN,,none,Official travel registration,evidence_of_public_relation,not_adjudicated
E099,event,EV_CVI_ISRAEL_TRIP_2022,actor,CHRIS_STOFFER,ATTENDED_BY,Stoffer attends CVI Israel trip,official_record,high,4,2022,S_TK_STOFFER_REIZEN,,none,Official travel registration,evidence_of_public_relation,not_adjudicated
E100,event,EV_CVI_WIERDDUK_PODCAST_2024,actor,WIERD_DUK,PLATFORMING,CVI hosts Wierd Duk on podcast,verified_public_content,high,3,2024,S_CVI_WIERD_DUK_2024,,none,Platforming event,evidence_of_public_relation,not_adjudicated
E101,travel,TRV_STOFFER_ELNET_2024,actor,CHRIS_STOFFER,SPONSORED_BY,Stoffer Israel trip 2024 sponsored by ELNET,official_record,high,4,2024,S_TK_STOFFER_REIZEN,,none,Travel funding edge,evidence_of_public_relation,not_adjudicated
E102,travel,TRV_STOFFER_CVI_2022,actor,CHRIS_STOFFER,SPONSORED_BY,Stoffer Israel trip 2022 sponsored by CVI and SGP,official_record,high,4,2022,S_TK_STOFFER_REIZEN,,none,Travel funding edge,evidence_of_public_relation,not_adjudicated
E103,funding,FUND_ELNET_MISSION,actor,CHRIS_STOFFER,FUNDED_BY,ELNET funds Stoffer Israel travel 2024,official_record,high,3,2024,S_TK_STOFFER_REIZEN,,none,Travel funding,evidence_of_public_relation,not_adjudicated
E104,funding,FUND_CVI_TRIP,actor,CHRIS_STOFFER,FUNDED_BY,CVI funds Stoffer Israel travel 2022 (partial),official_record,high,3,2022,S_TK_STOFFER_REIZEN,,none,Travel funding,evidence_of_public_relation,not_adjudicated
E105,funding,FUND_SGP_TRIP,actor,CHRIS_STOFFER,FUNDED_BY,SGP funds Stoffer Israel travel 2022 (partial),official_record,high,3,2022,S_TK_STOFFER_REIZEN,,none,Travel funding,evidence_of_public_relation,not_adjudicated
E106,legal_action,LA_CIDI_CESTMOCRO_2023,actor,CESTMOCRO,LEGAL_COMPLAINT,CIDI files criminal complaint against CestMocro,verified_public_action,high,4,2023,S_CIDI_CESTMOCRO_2023;S_NOS_CESTMOCRO_2023,CASE_CESTMOCRO_2023,legal_claim,Strafrechtelijke aangifte,evidence_of_public_relation,not_adjudicated
E107,legal_action,LA_CIDI_CESTMOCRO_CABINET_2023,actor,DUTCH_GOV,POLITICAL_PRESSURE,CIDI asks cabinet position on CestMocro,self_disclosed,high,3,2023,S_CIDI_CESTMOCRO_2023,CASE_CESTMOCRO_2023,political_pressure,Primary source CIDI,evidence_of_public_relation,not_adjudicated
E108,outcome,OUTC_HU_POSTPONEMENT_2024,event,EV_HU_CIDI_LECTURES_2024,RESULTED_IN,HU postponement after controversy,reported_public_action,high,4,2024,S_NOS_HU_CIDI_2024;S_HOP_HU_POLITICI_2024,CASE_HU_CIDI_2024,none,Outcome edge,evidence_of_public_relation,not_adjudicated
E109,outcome,OUTC_NGO_CABINET_NONCONFIRM_2026,parliamentary_item,GOV_RESPONSE_NGO_2026,RESULTED_IN,Cabinet non-confirmation follows parliamentary questions,official_position,high,4,2026,S_TK_NGOMONITOR_2026_VVD;S_TK_NGOMONITOR_2026_MARKUSZOWER,CASE_NGO_OXFAM_2026,institutional_self_interest;potential_non_transparency,"Outcome of political process, not truth adjudication. Non-confirmation is not falsification.",political_position_not_investigation,not_adjudicated
E110,actor,DUTCH_GOV,actor,OXFAM_NOVIB,FUNDED_BY,Nederlandse overheid financiert Oxfam Novib,official_record,high,3,2026,S_TK_NGOMONITOR_2026_VVD,CASE_NGO_OXFAM_2026,none,Donor relation,evidence_of_public_relation,not_adjudicated
E111,actor,DUTCH_GOV,actor,DRA,FUNDED_BY,Nederlandse overheid financiert DRA,official_record,high,3,2026,S_TK_NGOMONITOR_2026_VVD,CASE_NGO_OXFAM_2026,none,Donor relation,evidence_of_public_relation,not_adjudicated
E_v2_0112,actor,ELSC,actor,PALESTINIAN_NGOS,MONITORING,Documents 76 incidents affecting Palestinian-rights advocacy,documented_by_source,high,5,2015-2020,S_ELSC_2021,,none,Backbone target cluster,evidence_of_public_relation,not_adjudicated
E_v2_0113,actor,CVI,actor,CHRIS_STOFFER,SPONSORED_OR_PARTLY_SPONSORED_TRAVEL,"Stoffer registered 2022 Israel visit on invitation of Christenen voor Israël, partly paid by SGP foundation/fractie",official_record,high,4,2022,S_TK_STOFFER_REIZEN,,none,Official travel disclosure,evidence_of_public_relation,not_adjudicated
E_v2_0114,actor,CASTRO,actor,DUTCH_MEDIA_CLUSTER,NETWORK_CAPABILITY,"Castro self-describes communications, lobby, monitoring, media/government network",self_disclosed,high,3,current,S_CASTRO_SITE;S_CASTRO_OVER,,none,"Capability edge, not Israel-specific without extra source",evidence_of_public_relation,not_adjudicated
E_v2_0115,actor,CASTRO,actor,DUTCH_POLITICAL_CLUSTER,NETWORK_CAPABILITY,Castro self-describes political and media network and lobby services,self_disclosed,high,3,current,S_CASTRO_SITE;S_CASTRO_OVER,,none,"Capability edge, not Israel-specific without extra source",evidence_of_public_relation,not_adjudicated
E_v2_0116,actor,NOS,actor,CIDI,REPORTING,NOS reports CIDI legal complaint and HU/CIDI case,verified_public_reporting,high,2,2023-2024,S_NOS_CESTMOCRO_2023;S_NOS_HU_CIDI_2024,,none,"Reporting node, not amplifier classification",evidence_of_public_relation,not_adjudicated
E_v2_0117,actor,CIDI,actor,TRF,CONFLICT_RELATION,CIDI/TRF recurrent adversarial framing relationship in public debate,inference_from_public_sources,medium,2,2017-2025,S_ELSC_2021;S_RIGHTSFORUM_TELEGRAAF_2020,,inference,"Use as conflict edge, not coordination claim",evidence_of_public_relation,not_adjudicated
E_v2_0118,actor,DUTCH_DONORS,actor,PALESTINIAN_NGOS,FUNDING_LEVERAGE_RELATION,Palestinian/pro-Palestinian NGO funding becomes leverage point in defunding campaigns,inference_from_documented_cases,medium_high,4,2015-2022,S_ELSC_2021;S_RIGHTSFORUM_FREESPEECH_2021,,none,Structural inference from documented cases,analytic_inference,not_adjudicated
